id,date,location,species,latinName
S9O0X1VDVMyRU0IDQYvV,2015-06-15T18:08:42,Nottingham,Marsh tick,Ixodes apronophorus
SEGSVWw1s0YzqsAjCbyj,2021-09-23T21:41:48,Edinburgh,Marsh tick,Ixodes apronophorus
SIQ8Ou0QGQoOhxDgsNX7,2020-10-25T04:45:34,Southampton,Passerine tick,Dermacentor frontalis
SIa8in9RI3GBRNPvc7hP,2017-09-09T22:03:22,London,Marsh tick,Ixodes apronophorus
SP2ErFEQniZMZ4ixW9K9,2023-04-08T02:41:39,Leeds,Passerine tick,Dermacentor frontalis
SP7kgRoPTmloWj8zEak5,2013-01-08T15:44:12,Birmingham,Southern rodent tick,Ixodes acuminatus
SUzL86fTG7KMrympCsGE,2021-04-25T15:36:14,Cardiff,Passerine tick,Dermacentor frontalis
SW8tHE8CAgwBRm0SL6Y8,2018-04-17T15:32:37,Cardiff,Passerine tick,Dermacentor frontalis
Sanrw1L3Ezqnomr7BhXW,2021-12-23T06:22:50,Birmingham,Tree-hole tick,Ixodes arboricola
SbIuGoEWGy7G35098F4E,2012-02-16T21:40:11,Leeds,Marsh tick,Ixodes apronophorus
SbkrKYCKt67JtyoaXO50,2024-05-17T01:38:19,Edinburgh,Passerine tick,Dermacentor frontalis
Sc0iHJgbZdEI5pVLq25I,2017-09-10T15:22:21,Liverpool,Tree-hole tick,Ixodes arboricola
SdJUQEc97S9mB6QYd6DO,2019-07-14T11:32:39,Manchester,Tree-hole tick,Ixodes arboricola
SieaANJiDLOGMzeJN9il,2022-11-22T12:58:19,Nottingham,Fox/badger tick,Ixodes canisuga
StbFKwg5Zdx42DlgUaVb,2015-12-11T05:56:50,Bristol,Tree-hole tick,Ixodes arboricola
SuhVPGoA7RUxS8TVxmFu,2013-08-12T06:50:38,Newcastle,Passerine tick,Dermacentor frontalis
Sx7xG0zJe5SRSqJG5h9Y,2014-01-21T23:56:36,London,Passerine tick,Dermacentor frontalis
SzwbBFGbaImV0T4LW2rG,2024-07-05T06:44:51,Southampton,Marsh tick,Ixodes apronophorus
T1y5jHL1FcoH4LDgZo6X,2019-10-15T06:08:13,Liverpool,Southern rodent tick,Ixodes acuminatus
T7h6w44ZUuPHTVUiC3aw,2021-09-18T20:32:54,Newcastle,Fox/badger tick,Ixodes canisuga
T9DVmtxedNDwma6D8H5U,2023-05-05T03:50:06,Sheffield,Passerine tick,Dermacentor frontalis
TEIw12L3JAEg2maH26f5,2017-09-19T11:34:50,Nottingham,Fox/badger tick,Ixodes canisuga
TgZKtI0CG6Clr7yyrcFl,2015-11-29T00:00:28,Liverpool,Southern rodent tick,Ixodes acuminatus
UB17IA9O1EtRAuGYgiI1,2015-06-17T12:51:50,Bristol,Tree-hole tick,Ixodes arboricola
UBHmG7Eso2fDNgkPN7Gs,2016-02-07T13:52:25,Edinburgh,Southern rodent tick,Ixodes acuminatus
UEJAz95MqmT0T6mGmLAv,2019-01-12T20:24:18,Sheffield,Southern rodent tick,Ixodes acuminatus
UJ6Db2lbdMovdp0HGVmW,2023-02-06T18:17:10,Glasgow,Tree-hole tick,Ixodes arboricola
UOFs2LXNQhzLHtARw0Ej,2024-08-29T07:02:03,Sheffield,Fox/badger tick,Ixodes canisuga
UPJcBmWvVMYjWyoj7PJ2,2015-10-11T06:43:43,Edinburgh,Tree-hole tick,Ixodes arboricola
UYbrMHMdmM92p9yoMu4w,2020-09-01T04:17:38,London,Fox/badger tick,Ixodes canisuga
UaHeQlAIuqp7u4mo3xBd,2023-02-23T22:13:32,Cardiff,Southern rodent tick,Ixodes acuminatus
UefEW8QH90qhBnyXsmqS,2015-06-13T02:11:15,Edinburgh,Marsh tick,Ixodes apronophorus
UjXk60DdGGhB9fXyQycu,2017-08-03T15:11:24,Manchester,Tree-hole tick,Ixodes arboricola
UpFq4j9SEeQ4qhNW9C0m,2013-12-23T04:25:43,Newcastle,Southern rodent tick,Ixodes acuminatus
VEJdN3oB1MqWeQ3J32Yg,2015-12-09T19:27:55,Glasgow,Fox/badger tick,Ixodes canisuga
VIgAP58B7wR6mhNq9sUu,2023-07-03T07:06:52,Leeds,Passerine tick,Dermacentor frontalis
VJcJvQWs86GiANz93w7E,2013-04-08T16:41:24,Cardiff,Southern rodent tick,Ixodes acuminatus
VK2jIKfaIOuvStej7j1g,2015-11-16T12:15:16,London,Marsh tick,Ixodes apronophorus
VSYu41t9YrjtK4ceyDIG,2023-01-15T21:43:20,Nottingham,Passerine tick,Dermacentor frontalis
VUUvfoUTHmJei6sDcyu9,2019-06-15T21:54:47,Bristol,Passerine tick,Dermacentor frontalis
VV8ZX1Rk0FXyBcDM55h5,2012-05-25T02:32:13,Sheffield,Tree-hole tick,Ixodes arboricola
VXDs139na67TnBL52fUm,2024-03-06T21:52:36,Nottingham,Southern rodent tick,Ixodes acuminatus
VcHiXzaJ71yQFOcJTlP4,2017-09-26T02:28:29,Southampton,Tree-hole tick,Ixodes arboricola
VhTxqptf2N7wLOU8441L,2024-06-09T09:10:15,Bristol,Passerine tick,Dermacentor frontalis
VhuU7Xh900Wofv1OTbzw,2012-12-11T11:18:35,Nottingham,Fox/badger tick,Ixodes canisuga
ViVrgZ2PxFSokGkZlS5D,2021-07-31T19:24:24,London,Marsh tick,Ixodes apronophorus
WFXHYAiEyCHmKUUrnuo7,2017-02-07T14:45:48,Glasgow,Marsh tick,Ixodes apronophorus
WLoKQlCc6jXzjvp9cz4P,2020-12-17T02:08:00,Southampton,Fox/badger tick,Ixodes canisuga
WTchOPSD8sGZ8hJiwBBR,2014-01-30T09:52:48,Sheffield,Marsh tick,Ixodes apronophorus
Wf6yH4ir9cQg5Bij3dfD,2020-08-27T03:17:49,Leeds,Passerine tick,Dermacentor frontalis
WoAAUYMvcyusSmjfYRYM,2021-11-03T14:51:15,Sheffield,Passerine tick,Dermacentor frontalis
Wr4bV3Re1zGCLmZTUiwb,2021-07-01T06:03:24,Sheffield,Marsh tick,Ixodes apronophorus
X0c832ZZSeaGKmb7dwkB,2018-02-13T03:59:43,Nottingham,Passerine tick,Dermacentor frontalis
X6n1au6cDU1WGmXvS48h,2020-08-28T18:36:35,London,Marsh tick,Ixodes apronophorus
XEgICCnrwqF4wdiDqfuL,2023-05-28T02:42:56,Glasgow,Marsh tick,Ixodes apronophorus
XF6pUxX7Wkw2WfzRAO7s,2017-07-14T05:18:47,Birmingham,Passerine tick,Dermacentor frontalis
XG9yTa7wEwaHkhfNTfVI,2017-08-04T12:32:38,Sheffield,Passerine tick,Dermacentor frontalis
XXanBmXiHvZkJfQLTIY7,2012-09-24T12:06:55,Liverpool,Tree-hole tick,Ixodes arboricola
Xhzc0Qm7yHr0KW7hGEBv,2020-01-12T12:44:15,Glasgow,Marsh tick,Ixodes apronophorus
XnpF1cFW4xptVAieGp9l,2014-09-28T06:50:44,Newcastle,Tree-hole tick,Ixodes arboricola
XzQuNC7pzZFFl3hZGI5b,2016-07-09T10:54:45,Liverpool,Tree-hole tick,Ixodes arboricola
Y6FgBIJdg0lr9gjnvj5z,2022-08-13T07:01:32,Birmingham,Marsh tick,Ixodes apronophorus
Y70gsw3EbOEF9rsUG3oS,2022-09-17T05:02:54,Manchester,Marsh tick,Ixodes apronophorus
YAQPqcjZsugM4GDinYde,2016-09-02T20:24:30,Liverpool,Passerine tick,Dermacentor frontalis
YEBzydoyDCYkq8CVy8xz,2020-05-01T03:17:01,Leeds,Passerine tick,Dermacentor frontalis
YQ3Mfdm7FjdUPSNdU8nm,2015-12-19T19:01:54,Cardiff,Passerine tick,Dermacentor frontalis
YSPwzA0KXvOZBro3wEA3,2016-08-14T11:12:00,Nottingham,Marsh tick,Ixodes apronophorus
YWLqmEEDwDA5cRTKCpPl,2018-01-05T13:41:31,London,Passerine tick,Dermacentor frontalis
YYy6EIM7XhqeWI6OiRuH,2024-02-29T02:51:15,Leeds,Passerine tick,Dermacentor frontalis
YdApzi4p6xcN4uW88k8p,2018-04-13T13:56:31,Leeds,Tree-hole tick,Ixodes arboricola
Yf7iIzb9LzvmIiZYUpBP,2015-12-01T18:04:38,Liverpool,Southern rodent tick,Ixodes acuminatus
Yo3gv3haQuhbo6IuZUmB,2013-03-11T09:14:38,Liverpool,Marsh tick,Ixodes apronophorus
YrKKTzzhz2gP1rX3j2DM,2015-10-07T07:11:30,Liverpool,Southern rodent tick,Ixodes acuminatus
Ysk9YlCgjdTwagDYcLLr,2013-06-19T02:56:17,Leeds,Marsh tick,Ixodes apronophorus
YwFCOeRmycVLgsoupxXs,2015-03-18T15:07:21,Sheffield,Tree-hole tick,Ixodes arboricola
YwSwSKm7KE7JpjrdkvCl,2012-07-02T14:27:07,Edinburgh,Southern rodent tick,Ixodes acuminatus
Yxkf3q0MjVrqSUsZzbwl,2015-07-02T03:16:58,London,Tree-hole tick,Ixodes arboricola
Yy6TK974FssktnQYgeah,2017-06-01T23:27:58,Bristol,Fox/badger tick,Ixodes canisuga
YyYDL6T8CDc6Fo6eUGbN,2015-02-02T22:26:28,Manchester,Fox/badger tick,Ixodes canisuga
Z1UTXtiivybt9Ox5vBka,2015-08-03T00:40:10,Sheffield,Fox/badger tick,Ixodes canisuga
Z3AAEMzF4uEqEjYfwGRf,2013-03-06T00:06:13,Leicester,Marsh tick,Ixodes apronophorus
Z4CMdXs4IpqgLhIvgtNo,2022-09-03T17:07:32,Bristol,Tree-hole tick,Ixodes arboricola
Z7i4Ap3pjDmhxZk94QLu,2014-07-15T17:24:34,Cardiff,Tree-hole tick,Ixodes arboricola
ZIJJQmSGYu91ay30YbrF,2023-04-10T01:32:31,Birmingham,Passerine tick,Dermacentor frontalis
ZLExmdsaMwnv9l36XmH5,2018-09-21T17:28:01,Southampton,Southern rodent tick,Ixodes acuminatus
ZOMg7mCcACN4A3BnGweq,2024-02-04T13:30:33,Newcastle,Southern rodent tick,Ixodes acuminatus
ZSUnj6IBOVKudEPjhIpY,2018-01-10T15:17:16,Nottingham,Fox/badger tick,Ixodes canisuga
ZU44YVB5De45ZxJapwvi,2024-11-17T07:40:51,Newcastle,Marsh tick,Ixodes apronophorus
ZUT3XVKMqXdWjlAzZg9L,2023-02-13T03:36:29,Cardiff,Passerine tick,Dermacentor frontalis
ZXxbxaCr2PyqgAUujw4d,2012-11-23T18:22:36,Nottingham,Fox/badger tick,Ixodes canisuga
ZcCCJVpIlgfPX1KPkX9i,2016-03-01T09:28:37,Leicester,Marsh tick,Ixodes apronophorus
ZeFKViV8tskTtoGYEe60,2012-08-28T11:25:59,Southampton,Fox/badger tick,Ixodes canisuga
ZfppZlFvYMqr9FcDttmu,2014-10-05T23:25:03,Sheffield,Passerine tick,Dermacentor frontalis
ZgQv0RPsLFTgZ3BSWjtl,2024-05-02T06:27:49,Glasgow,Passerine tick,Dermacentor frontalis
ZjWH69Zklwlz8hOvfOUJ,2017-06-06T00:54:12,Bristol,Fox/badger tick,Ixodes canisuga
ZlYElrJz99D9ReG9MZ74,2022-02-27T08:35:36,Manchester,Marsh tick,Ixodes apronophorus
Zojo3wSCPL0hBNIMHeny,2015-02-09T22:06:52,Bristol,Marsh tick,Ixodes apronophorus
Zq4puJGmwZEre8nY9SZ5,2019-12-22T13:21:32,Southampton,Southern rodent tick,Ixodes acuminatus
ZqZWzvsvbpezAscUTU1T,2021-12-01T12:20:08,Birmingham,Passerine tick,Dermacentor frontalis
Zt3sufhZaf1NIZk8FBun,2019-03-17T08:28:51,Bristol,Passerine tick,Dermacentor frontalis
ZwgC8qSB2hppBh4cnKt6,2017-07-20T18:59:41,Cardiff,Marsh tick,Ixodes apronophorus
ZxIgHlFn4WhZFPBS3CBy,2012-08-12T10:39:44,Glasgow,Passerine tick,Dermacentor frontalis
ZxZErv884fSgqrXnyVCU,2020-11-08T01:01:38,Birmingham,Southern rodent tick,Ixodes acuminatus
ZzTrsTXOlqLadvTAVVSH,2022-03-15T16:29:13,Manchester,Passerine tick,Dermacentor frontalis
a2lGJfsBzUgV0CLClmqo,2020-01-20T04:21:46,Southampton,Marsh tick,Ixodes apronophorus
a8d9FiCKsP6857gvEDKc,2015-01-19T09:19:41,Liverpool,Passerine tick,Dermacentor frontalis
aABOUyyyfNKf9ba8s9un,2024-03-28T10:11:17,Edinburgh,Passerine tick,Dermacentor frontalis
aAtF4ayfXlA6NgfSJBeo,2017-10-30T06:06:10,Nottingham,Fox/badger tick,Ixodes canisuga
aGLWEbTuIjion51zmJtm,2024-05-14T07:06:31,Manchester,Marsh tick,Ixodes apronophorus
aI3eNTq4eWwOsLrTsyoJ,2022-11-13T18:06:39,Birmingham,Passerine tick,Dermacentor frontalis
aIEBQ6Jj2ai6iVx4l3dl,2018-07-22T22:25:12,Nottingham,Marsh tick,Ixodes apronophorus
aUtasS16b4LDPs7sNM6H,2014-02-01T07:29:03,Birmingham,Fox/badger tick,Ixodes canisuga
aXWdsw1UK7XvWoxWsEaZ,2013-04-12T00:54:30,Edinburgh,Fox/badger tick,Ixodes canisuga
aa2mcnLQjrrrMPMiQVA0,2017-08-01T07:23:19,Birmingham,Southern rodent tick,Ixodes acuminatus
afdoemCDFY25zVCJMv72,2013-09-04T13:17:57,Cardiff,Tree-hole tick,Ixodes arboricola
affWSPHbBB7UVczrpMAf,2024-12-23T06:39:02,Manchester,Southern rodent tick,Ixodes acuminatus
ah65fLip1gtpeO3NM6Pl,2020-07-31T11:39:19,Newcastle,Southern rodent tick,Ixodes acuminatus
aiJdkuW11kqcI3whhUBX,2012-08-09T08:28:49,Manchester,Passerine tick,Dermacentor frontalis
ak5XMKqmLa2S47N2AtwK,2019-02-24T18:57:39,Leeds,Marsh tick,Ixodes apronophorus
amJcbzHtGSbXwRYTiRIe,2014-06-18T23:03:12,London,Tree-hole tick,Ixodes arboricola
amJsZGHUMc8ZiIQA7ybZ,2017-10-18T02:32:27,Glasgow,Marsh tick,Ixodes apronophorus
at8DyTOxkvxoYPsAgp1x,2016-11-29T02:29:21,Manchester,Fox/badger tick,Ixodes canisuga
ayoIraRlZW4gtkUyV8UN,2016-06-24T10:02:06,Leeds,Southern rodent tick,Ixodes acuminatus
b062APnJGuqXoQRg9yf1,2021-12-23T22:19:54,Nottingham,Southern rodent tick,Ixodes acuminatus
b1SOOCLWzwAdzOpZuL7x,2018-07-21T16:28:23,Glasgow,Passerine tick,Dermacentor frontalis
b4HtlCMYx8QaveCuVaq1,2017-03-04T09:45:52,Nottingham,Tree-hole tick,Ixodes arboricola
b9qimwpCQXNHSxOOdhbl,2024-02-22T04:12:55,Edinburgh,Marsh tick,Ixodes apronophorus
b9qnPji0CrdIvb21x7wd,2017-10-02T04:10:52,Sheffield,Tree-hole tick,Ixodes arboricola
bHRuSRQQzl4Cg0yYcEiC,2024-02-06T05:06:28,Liverpool,Passerine tick,Dermacentor frontalis
bKbbFlOQzViSTKFk3XNJ,2021-12-17T04:25:28,Cardiff,Fox/badger tick,Ixodes canisuga
bQErgW9gwJlW9eXbT45x,2013-08-30T07:36:43,Leicester,Tree-hole tick,Ixodes arboricola
bTrvoR9KUIOpgsWIubN4,2019-01-14T08:09:34,Edinburgh,Southern rodent tick,Ixodes acuminatus
bY1I3QNBY15iTH6X5JSy,2021-10-12T16:53:08,Bristol,Fox/badger tick,Ixodes canisuga
baknOjdKDYF2oNmtfL6q,2022-07-17T04:22:02,Edinburgh,Southern rodent tick,Ixodes acuminatus
bjgCNFIrXiTJVF1uj1Px,2019-07-06T06:58:42,Liverpool,Southern rodent tick,Ixodes acuminatus
bn2QczQeQ5spzADJnepj,2018-08-17T05:38:11,Glasgow,Tree-hole tick,Ixodes arboricola
bocX9wijAxDqtLnTJwQe,2023-11-07T08:21:48,Liverpool,Passerine tick,Dermacentor frontalis
brndliVZbSLLJIxwJunf,2013-07-04T12:01:16,Nottingham,Marsh tick,Ixodes apronophorus
c1hofVj89dhbUuVPBKV2,2020-12-09T20:00:56,Bristol,Marsh tick,Ixodes apronophorus
c1rQLWCGrk5BbpN8oSI5,2016-07-15T21:39:21,Birmingham,Tree-hole tick,Ixodes arboricola
c7OwRKYAfAuI3piSwG42,2022-12-16T01:26:07,Leicester,Passerine tick,Dermacentor frontalis
c8vn1RaiDVB46lgg5vbG,2023-06-25T07:20:06,Newcastle,Passerine tick,Dermacentor frontalis
cBPjSJ4DmnfeAPnPeV5k,2022-12-18T04:25:10,Liverpool,Passerine tick,Dermacentor frontalis
cIVwSzPKINvTbcm2XV98,2020-05-03T12:56:44,Birmingham,Passerine tick,Dermacentor frontalis
cKtX8rc4218HisSImyYP,2014-05-20T16:01:09,Sheffield,Marsh tick,Ixodes apronophorus
cOuA7aseSH9CqugI6JYq,2018-11-25T20:36:21,Bristol,Southern rodent tick,Ixodes acuminatus
cR4KGuqHfhVX2nIqB5AC,2015-01-29T01:46:15,Cardiff,Tree-hole tick,Ixodes arboricola
cRExsbZmfjZ4rNEEejf5,2024-06-04T09:15:23,Cardiff,Marsh tick,Ixodes apronophorus
cmomvSsNHNbJmjS59YGc,2021-07-16T15:13:50,Edinburgh,Fox/badger tick,Ixodes canisuga
czhlbDCviOsNpjbbKzXd,2012-10-04T18:17:06,Leeds,Fox/badger tick,Ixodes canisuga
d6qJsil45owbLEzNEDs2,2018-01-23T18:12:47,Nottingham,Tree-hole tick,Ixodes arboricola
d74P3JqEXVrJkGODqO5e,2012-07-08T01:37:18,Newcastle,Passerine tick,Dermacentor frontalis
d7z42BQsSfeeyt6dCn3f,2020-11-26T06:32:00,Liverpool,Marsh tick,Ixodes apronophorus
dCWdEjQ6RrcsnSP8G7nZ,2015-12-18T08:09:03,Cardiff,Marsh tick,Ixodes apronophorus
dE7Vs9WaVRjQNA6T9rEl,2019-05-17T16:33:45,Edinburgh,Marsh tick,Ixodes apronophorus
dEtBKILZrtVli6ijuZmZ,2015-10-13T13:05:54,Glasgow,Fox/badger tick,Ixodes canisuga
dFChDx2mevpRdaNVwiEG,2018-04-08T18:02:41,Cardiff,Passerine tick,Dermacentor frontalis
dFaensEuXRAelfCSBxO2,2024-07-18T18:15:32,London,Tree-hole tick,Ixodes arboricola
dKLXu0wZpgi692l9m5Zc,2012-12-28T11:15:01,Birmingham,Passerine tick,Dermacentor frontalis
dV9s3G8Wqp2WmFq5EONw,2021-11-16T18:28:35,Nottingham,Fox/badger tick,Ixodes canisuga
dVTCmfGlJhgSEsPgJHRN,2024-08-22T06:11:08,Southampton,Fox/badger tick,Ixodes canisuga
dbLMb8VShDS9UXQK3wjc,2024-02-22T08:01:16,Cardiff,Marsh tick,Ixodes apronophorus
dcdXBgt5ygqnsZdvCGKN,2023-04-26T13:30:04,Nottingham,Fox/badger tick,Ixodes canisuga
dgbhO0QPLGKBN22W6cpU,2021-03-20T03:56:21,Liverpool,Fox/badger tick,Ixodes canisuga
dhnSu6bGaRyqAR1Efynt,2023-02-19T10:57:13,Leicester,Marsh tick,Ixodes apronophorus
dlZjhHqGj3gyUmAkdGBp,2015-12-07T06:16:10,Sheffield,Marsh tick,Ixodes apronophorus
dnNM8mu5MgXR8UFze0cA,2022-11-18T08:57:51,Liverpool,Fox/badger tick,Ixodes canisuga
doxC3AvGsbkcuqEK5Zxu,2015-12-18T10:04:13,Glasgow,Passerine tick,Dermacentor frontalis
drelGkBlZdCbBt2yGJ7U,2020-03-04T23:01:37,Cardiff,Fox/badger tick,Ixodes canisuga
duhLE5oUxFSDMmGQwobm,2019-06-22T02:20:51,Manchester,Passerine tick,Dermacentor frontalis
dyTdKg1awLcIxfIhqyWU,2014-11-26T12:41:17,Nottingham,Passerine tick,Dermacentor frontalis
e1matcjBvRlB76t5Fd5E,2013-03-24T23:22:52,Newcastle,Tree-hole tick,Ixodes arboricola
e34AdXaZ8balEINviMnX,2012-02-09T22:06:30,Birmingham,Fox/badger tick,Ixodes canisuga
e6rsfodIkBtQQH4e2BiD,2013-02-14T06:01:21,Newcastle,Southern rodent tick,Ixodes acuminatus
e6tbRIFyltMoBxLXMX90,2013-12-23T16:17:08,London,Fox/badger tick,Ixodes canisuga
eAZjRDHT5hlrRAQfLUvy,2015-03-27T07:14:36,Newcastle,Tree-hole tick,Ixodes arboricola
eCdH9oLtvPcyRwHgdVeq,2024-08-05T18:26:09,Southampton,Passerine tick,Dermacentor frontalis
ecEd2z4RwHEJJum4wHOo,2013-01-05T13:44:03,Glasgow,Passerine tick,Dermacentor frontalis
efM3hIfRiOzVSZwrPS0m,2017-09-29T13:58:38,Newcastle,Passerine tick,Dermacentor frontalis
ejfVmgF5fsGQBK4ovfOX,2015-04-07T14:18:14,Bristol,Marsh tick,Ixodes apronophorus
ejnyhBc0tUnoeo2FUPi9,2013-08-07T04:01:04,Bristol,Fox/badger tick,Ixodes canisuga
f64PnB4dtR23Nxp67VR2,2019-09-25T13:59:52,Nottingham,Passerine tick,Dermacentor frontalis
f6ldSaYc7P8AJbA8O7wJ,2015-10-10T12:46:29,Southampton,Southern rodent tick,Ixodes acuminatus
f9hVgw8yNbpXpx2mm0HE,2013-09-10T00:51:31,Nottingham,Fox/badger tick,Ixodes canisuga
fBMQkI2wFCp5SRzKFQm1,2022-05-14T22:06:33,Nottingham,Passerine tick,Dermacentor frontalis
fBwyQZTMY1PrNSfrI4Zh,2021-06-08T00:05:04,Edinburgh,Passerine tick,Dermacentor frontalis
fCWyinzxGKBaRsRJC654,2013-10-03T05:52:55,Southampton,Southern rodent tick,Ixodes acuminatus
fHlDml3EJip0xDUfVRY6,2017-06-24T05:07:19,Sheffield,Marsh tick,Ixodes apronophorus
fJgivXeKY7D82ijGc1zy,2022-10-01T05:04:14,Leeds,Passerine tick,Dermacentor frontalis
fND8oqrdassrPfr7WTCR,2024-08-20T22:52:13,Glasgow,Passerine tick,Dermacentor frontalis
fZ37VXdcHn91pST2FFwi,2015-07-06T14:42:13,Newcastle,Fox/badger tick,Ixodes canisuga
fZo64TPqu9vcw47T28Nm,2013-08-23T02:52:43,Newcastle,Marsh tick,Ixodes apronophorus
fhpi12COUkTyMLGA8e71,2023-12-11T16:35:06,Manchester,Tree-hole tick,Ixodes arboricola
fjJyZs4YlOpRlGAFgDlf,2019-04-13T02:03:21,London,Fox/badger tick,Ixodes canisuga
g1eBRHhCcEcirRTkrigK,2016-10-04T18:38:00,Cardiff,Fox/badger tick,Ixodes canisuga
g42DmGoM8dDPOcpUEuoF,2021-08-15T20:40:58,Edinburgh,Marsh tick,Ixodes apronophorus
g741PfqbJ5ovgBDapSLz,2016-05-03T10:34:25,Edinburgh,Fox/badger tick,Ixodes canisuga
g8ACvfJ9Zv4CnfvNWG9F,2019-05-12T00:30:51,London,Passerine tick,Dermacentor frontalis
gBo8rP0FeL7fVlBeGstO,2013-09-15T21:50:22,London,Fox/badger tick,Ixodes canisuga
gD0wzpv4wb99ShG4lajP,2017-12-02T17:54:08,Glasgow,Fox/badger tick,Ixodes canisuga
gGXXfRChVwUu5HXV6n1s,2012-02-11T03:28:53,Leicester,Fox/badger tick,Ixodes canisuga
gLawkwnqChU4VLprfJBK,2022-10-20T12:28:41,Birmingham,Passerine tick,Dermacentor frontalis
gLxMbOJPFUJA5CDErIXf,2016-05-16T08:17:46,Newcastle,Passerine tick,Dermacentor frontalis
gMjI1QGSQ0fddeAYTFJc,2023-12-19T06:20:56,Bristol,Tree-hole tick,Ixodes arboricola
gOqjzzXTj1HbTQCfJmqw,2015-01-18T05:02:52,Nottingham,Passerine tick,Dermacentor frontalis
gYGfMhEeS6Nv4Oscjyfh,2012-05-01T01:47:15,Edinburgh,Passerine tick,Dermacentor frontalis
gdpb38lLZJYolXMYDojp,2019-03-25T11:22:26,Leeds,Tree-hole tick,Ixodes arboricola
gf1QBgWObeWR9wBsKvKk,2018-03-21T12:30:35,Liverpool,Fox/badger tick,Ixodes canisuga
gg7QTScQANglI2Qv0Gvw,2014-02-28T07:47:16,Cardiff,Southern rodent tick,Ixodes acuminatus
gi41i4LD7a8z1T2JoVk2,2023-03-11T19:03:32,Manchester,Fox/badger tick,Ixodes canisuga
h3tKV2fydA7ieovlAUPj,2013-09-27T00:24:59,London,Fox/badger tick,Ixodes canisuga
h8Qd91ekoF5XzmX3zEZI,2023-02-16T00:36:27,London,Southern rodent tick,Ixodes acuminatus
hBDk2SV5VKr6XaKLHMrD,2016-07-21T12:34:22,Nottingham,Tree-hole tick,Ixodes arboricola
hBdKD2gPCKJ1eqHdir08,2016-11-23T22:03:59,Leicester,Southern rodent tick,Ixodes acuminatus
hLfJFsnPxeBOsrbQUVtL,2023-11-24T21:28:09,Leeds,Passerine tick,Dermacentor frontalis
hNUiO5Nx4zewL7HBPsSW,2017-02-10T08:55:57,Edinburgh,Tree-hole tick,Ixodes arboricola
hPWVJik1nIneZKeSfRyD,2022-02-22T17:26:33,London,Tree-hole tick,Ixodes arboricola
hPeGy6h2gz3emC6UycfC,2015-12-19T23:19:00,Nottingham,Southern rodent tick,Ixodes acuminatus
hQL5KLQZoLV9Dk69QLMA,2018-01-22T06:05:29,Cardiff,Southern rodent tick,Ixodes acuminatus
ha5el3ef6pfPSq1iZh6f,2022-07-03T00:46:12,Newcastle,Fox/badger tick,Ixodes canisuga
hhaKxITwXylGIVSsWXiT,2017-04-23T08:47:35,Liverpool,Fox/badger tick,Ixodes canisuga
hj9m8bqMUt7rZ6jjoDYC,2012-10-11T10:07:18,Bristol,Fox/badger tick,Ixodes canisuga
hqD7YiGFNi09rc5OAtdD,2020-08-05T13:40:01,Leeds,Marsh tick,Ixodes apronophorus
hrHBFSk8V0zfhWB1p49G,2023-11-16T03:25:56,Liverpool,Fox/badger tick,Ixodes canisuga
hs3ylDFRy19nwtMimmSx,2021-09-22T11:50:16,Nottingham,Tree-hole tick,Ixodes arboricola
i3je9pcEE7ArhyzDT51m,2016-08-30T19:47:16,Glasgow,Passerine tick,Dermacentor frontalis
i50OyQ3jxr64LVAbCxhF,2014-03-26T11:48:38,Liverpool,Marsh tick,Ixodes apronophorus
i5gnuAazV3jfJsmPGB5R,2012-06-22T12:35:09,Sheffield,Tree-hole tick,Ixodes arboricola
i9V0hJi5gJaR6EmZz5a1,2022-04-21T10:14:16,Glasgow,Tree-hole tick,Ixodes arboricola
iGzZukRFlnPhK0xWVnaz,2023-01-08T08:08:21,Liverpool,Fox/badger tick,Ixodes canisuga
iH3S7YhU0uyyfZQvcOQM,2023-10-03T07:05:31,Sheffield,Passerine tick,Dermacentor frontalis
iLk7GhtTSEaZz80L269k,2023-01-02T08:29:53,London,Southern rodent tick,Ixodes acuminatus
iOZqOURSV09NGZcdZg5L,2021-09-12T03:15:02,Nottingham,Tree-hole tick,Ixodes arboricola
iZJxFS5bFWlqBvdz1HmR,2018-11-10T00:10:39,Newcastle,Marsh tick,Ixodes apronophorus
ibK1G4b6OytOC8q2EK6u,2012-03-16T15:39:34,Edinburgh,Southern rodent tick,Ixodes acuminatus
igJ8dE6bZgOSvJWyGoVj,2024-03-16T04:05:09,Leeds,Fox/badger tick,Ixodes canisuga
iht6SCzQQ3q3rwHjWT8u,2018-01-04T08:17:22,Leicester,Tree-hole tick,Ixodes arboricola
iiyou3YqE8mUXn2FQFMA,2021-04-03T18:17:25,Bristol,Marsh tick,Ixodes apronophorus
iqI7u3P4yNHs5v76rIgN,2016-06-14T10:49:25,Birmingham,Tree-hole tick,Ixodes arboricola
it2Bkt5kYL4L3k8vRBga,2024-10-14T04:16:50,Edinburgh,Fox/badger tick,Ixodes canisuga
iuymPCc6sLk8iNDKfRCG,2014-07-30T11:55:21,Nottingham,Fox/badger tick,Ixodes canisuga
j0ObCnCzq1rMa2yacKLp,2018-08-15T09:33:46,Cardiff,Fox/badger tick,Ixodes canisuga
j67AXxhYW3r6fODJl8eA,2012-11-15T08:21:23,Nottingham,Southern rodent tick,Ixodes acuminatus
